[array([   41,    48,    55,   142,   151,   188,   249,   284,   335,
         344,   345,   398,   510,   709,   816,   896,   962,   995,
        1098,  1106,  1175,  1207,  1314,  1338,  1349,  1421,  1426,
        1443,  1505,  1735,  1770,  1774,  1900,  1901,  1944,  2030,
        2068,  2180,  2267,  2404,  2466,  2518,  2625,  2654,  2730,
        2744,  2766,  2795,  2808,  2810,  2821,  2838,  2841,  2895,
        2901,  3042,  3045,  3086,  3160,  3174,  3191,  3216,  3293,
        3474,  3540,  3848,  3880,  3917,  3991,  4008,  4040,  4097,
        4117,  4201,  4233,  4353,  4464,  4480,  4549,  4569,  4627,
        4719,  4790,  4856,  4939,  4978,  5037,  5072,  5108,  5121,
        5196,  5215,  5242,  5271,  5486,  5530,  5560,  5960,  5963,
        6010,  6070,  6092,  6204,  6253,  6258,  6314,  6380,  6406,
        6560,  6576,  6627,  6646,  6698,  6882,  6973,  6982,  7071,
        7115,  7119,  7124,  7239,  7257,  7265,  7330,  7344,  7383,
        7399,  7410,  7534,  7585,  7597,  7602,  7687,  7834,  7850,
        7877,  7902,  7980,  8049,  8136,  8162,  8193,  8207,  8379,
        8409,  8439,  8479,  8519,  8557,  8578,  8608,  8671,  8707,
        8740,  8783,  8836,  8839,  8874,  8890,  8921,  8957,  8963,
        8964,  8967,  9008,  9042,  9091,  9102,  9189,  9286,  9333,
        9496,  9618,  9740,  9830,  9995, 10005, 10047, 10093, 10151,
       10170, 10196, 10233, 10236, 10257, 10354, 10373, 10386, 10395,
       10411, 10500, 10596, 10614, 10690, 10764, 10835, 10852, 10960,
       11074, 11122, 11227, 11320, 11355, 11367, 11395, 11447, 11651,
       11728, 11769, 11779, 11780, 11804, 11886, 11938, 12073, 12179,
       12254, 12338, 12405, 12455, 12467, 12574, 12580, 12598, 12643,
       12746, 12847, 12874, 12878, 12883, 13030, 13211, 13343, 13346,
       13396, 13468, 13539, 13557, 13573, 13577, 13676, 13706, 13756,
       13772, 13845, 13887, 14007, 14031, 14061, 14200, 14206, 14402,
       14437, 14613, 14632, 14703, 14847, 14877, 15122, 15179, 15233,
       15235, 15242, 15349, 15366, 15404, 15446, 15533, 15626, 15679,
       15741, 15832, 15878, 15919, 16109, 16157, 16175, 16313, 16334,
       16616, 16636, 16686, 16722, 16741, 16889, 16908, 16958, 16971,
       17047, 17061, 17168, 17172, 17216, 17305, 17327, 17400, 17425,
       17473, 17477, 17496, 17625, 17646, 17671, 17674, 17691, 17695,
       17719, 17792, 17879, 17889, 17900, 17936, 17988, 18026, 18069,
       18071, 18116, 18236, 18251, 18292, 18327, 18341, 18442, 18598,
       18634, 18646, 18745, 19038, 19066, 19148, 19181, 19237, 19247,
       19254, 19282, 19297, 19406, 19432, 19444, 19512, 19542, 19612,
       19669, 19673, 19795, 19881, 19931, 19934, 20026, 20078, 20130,
       20185, 20236, 20315, 20379, 20390, 20510, 20531, 20534, 20540,
       20594, 20601, 20606, 20634, 20717, 20775, 20825, 20868, 21066,
       21121, 21136, 21150, 21200, 21207, 21224, 21458, 21471, 21490,
       21611, 21625, 21651, 21741, 21777, 21874, 21892, 21968, 22041,
       22069, 22117, 22231, 22328, 22372, 22454, 22480, 22497, 22660,
       22679, 22744, 22758, 22771, 22825, 22909, 23288, 23298, 23371,
       23393, 23401, 23410, 23428, 23434, 23653, 23667, 23682, 23711,
       23719, 23800, 23835, 23847, 23974, 24031, 24063, 24131, 24172,
       24178, 24179, 24197, 24204, 24334, 24453, 24487, 24584, 24800,
       24811, 24889, 24965, 24974, 25008, 25024, 25030, 25074, 25088,
       25092, 25164, 25201, 25209, 25289, 25294, 25306, 25322, 25393,
       25451, 25589, 25624, 25752, 25805, 25815, 25908, 25936, 26199,
       26255, 26287, 26309, 26339, 26405, 26445, 26452, 26506, 26530,
       26568, 26573, 26720, 26793, 26901, 26904, 26973, 27027, 27045,
       27185, 27221, 27296, 27332, 27377, 27466, 27609, 27725, 27797,
       27830, 27894, 27954, 28012, 28021, 28037, 28084, 28088, 28106,
       28117, 28135, 28138, 28294, 28316, 28370, 28386, 28414, 28428,
       28447, 28509, 28583, 28655, 28748, 28754, 28897, 29048, 29064,
       29098, 29122, 29133, 29268, 29306, 29546, 29650, 29727, 29755,
       29761, 29796, 29806, 29817, 29958, 30011, 30078, 30099, 30124,
       30248, 30298, 30311, 30362, 30425, 30486, 30667, 30753, 30754,
       30893, 30926, 31096, 31103, 31127, 31130, 31171, 31225, 31258,
       31280, 31328, 31401, 31460, 31486, 31511, 31617, 31622, 31698,
       31740, 31801, 31861, 31945, 31970, 31977, 32001, 32108, 32259,
       32434, 32486, 32620, 32632, 32751, 32845, 32855, 32914, 32933,
       32939, 32981, 32994, 33191, 33247, 33261, 33333, 33337, 33401,
       33412, 33432, 33450, 33468, 33511, 33520, 33575, 33653, 33792,
       33915, 33923, 33943, 34021, 34240, 34335, 34363, 34432, 34483,
       34773, 34782, 34784, 34800, 34994, 35072, 35152, 35280, 35330,
       35419, 35420, 35439, 35488, 35505, 35528, 35536, 35538, 35669,
       35746, 35819, 35893, 35953, 35983, 36061, 36063, 36185, 36225,
       36291, 36333, 36344, 36366, 36403, 36593, 36667, 36716, 36722,
       36776, 36777, 36908, 36915, 37044, 37066, 37092, 37178, 37214,
       37316, 37357, 37389, 37394, 37398, 37565, 37638, 37786, 37825,
       37878, 37884, 37950, 37955, 37973, 37988, 38007, 38067, 38089,
       38156, 38209, 38295, 38357, 38464, 38507, 38515, 38520, 38601,
       38613, 38708, 38799, 38829, 38898, 38902, 38937, 38963, 39016,
       39017, 39028, 39065, 39066, 39100, 39140, 39160, 39188, 39228,
       39307, 39390, 39550, 39553, 39617, 39645, 39727, 39834, 39932,
       39951, 40176, 40301, 40379, 40396, 40411, 40439, 40474, 40549,
       40685, 40905, 40960, 40991, 41008, 41014, 41039, 41044, 41099,
       41155, 41163, 41401, 41416, 41431, 41442, 41457, 41471, 41475,
       41490, 41494, 41552, 41681, 41694, 41762, 41775, 41780, 41811,
       41824, 41882, 41930, 42012, 42019, 42103, 42135, 42151, 42156,
       42226, 42229, 42230, 42264, 42390, 42431, 42491, 42515, 42586,
       42611, 42661, 42712, 42827, 42839, 42850, 42917, 42939, 43139,
       43206, 43219, 43234, 43268, 43313, 43611, 43621, 43660, 43741,
       43742, 43957, 44011, 44018, 44032, 44033, 44073, 44088, 44128,
       44172, 44173, 44200, 44385, 44466, 44467, 44473, 44576, 44582,
       44599, 44622, 44635, 44647, 44660, 44696, 44754, 44764, 44782,
       44870, 44877, 45055, 45060, 45088, 45126, 45194, 45220, 45229,
       45237, 45292, 45398, 45403, 45426, 45433, 45471, 45633, 45664,
       45692, 45710, 45835, 45863, 46000, 46066, 46094, 46103, 46141,
       46306, 46314, 46319, 46324, 46346, 46358, 46468, 46469, 46525,
       46542, 46585, 46710, 46740, 46750, 46754, 46830, 46834, 46839,
       46843, 46957, 47006, 47036, 47052, 47071, 47075, 47103, 47140,
       47144, 47200, 47376, 47389, 47470, 47471, 47478, 47611, 47621,
       47654, 47713, 47751, 47759, 47811, 47841, 47868, 47908, 47912,
       47921, 48035, 48044, 48077, 48132, 48137, 48247, 48297, 48346,
       48370, 48517, 48532, 48562, 48660, 48666, 48761, 49148, 49301,
       49358, 49363]), array([   41,    48,    55,   142,   151,   188,   249,   335,   344,
         345,   398,   508,   510,   816,   896,   962,   995,  1098,
        1106,  1175,  1207,  1338,  1421,  1426,  1443,  1505,  1735,
        1770,  1901,  1960,  2030,  2068,  2180,  2404,  2425,  2466,
        2518,  2625,  2654,  2730,  2744,  2766,  2795,  2808,  2810,
        2838,  2841,  2895,  2901,  3042,  3045,  3086,  3174,  3191,
        3212,  3216,  3293,  3474,  3540,  3669,  3807,  3848,  3880,
        3917,  4008,  4097,  4233,  4353,  4480,  4569,  4627,  4790,
        4856,  4939,  4978,  5037,  5072,  5174,  5196,  5215,  5242,
        5271,  5530,  5560,  5742,  5963,  6010,  6070,  6204,  6253,
        6258,  6314,  6560,  6576,  6698,  6882,  6982,  7071,  7115,
        7119,  7124,  7239,  7330,  7344,  7383,  7399,  7410,  7534,
        7585,  7597,  7602,  7834,  7850,  7877,  7947,  8049,  8136,
        8162,  8193,  8207,  8379,  8439,  8519,  8557,  8608,  8671,
        8740,  8921,  8957,  8963,  8964,  8967,  9008,  9042,  9091,
        9102,  9189,  9286,  9333,  9496,  9618,  9740,  9995, 10005,
       10047, 10093, 10151, 10196, 10217, 10233, 10257, 10373, 10386,
       10395, 10411, 10500, 10614, 10690, 10852, 10960, 11074, 11122,
       11227, 11320, 11355, 11367, 11447, 11769, 11779, 11780, 11804,
       11886, 11938, 12073, 12179, 12254, 12338, 12393, 12455, 12467,
       12574, 12598, 12746, 12874, 12883, 12914, 13030, 13211, 13468,
       13539, 13557, 13573, 13676, 13706, 13756, 13772, 13845, 13887,
       13938, 14007, 14031, 14061, 14200, 14206, 14402, 14437, 14613,
