[0.8643533123028391, 0.7816683831101957, 0.7803643724696356, 0.783, 0.7924151696606786, 0.784394250513347, 0.7736220472440944, 0.7828746177370031, 0.7705544933078394, 0.7821497120921305]
[317, 971, 988, 1000, 1002, 974, 1016, 981, 1046, 1042]
[0.7272727272727273, 0.7136752136752137, 0.6947141316073355, 0.6812313803376365, 0.700507614213198, 0.6897253306205493, 0.6862106406080347, 0.6932773109243697, 0.6886699507389162, 0.6898192197906755]
[165, 234, 927, 1007, 985, 983, 921, 952, 1015, 1051]
[0.3023255813953488, 0.29343629343629346, 0.328042328042328, 0.3357972544878564, 0.3421965317919075, 0.3418708240534521, 0.34439359267734554, 0.3391877058177827, 0.34549600912200684, 0.34682713347921224]
[258, 259, 189, 947, 865, 898, 874, 911, 877, 914]
[0.4084967320261438, 0.4067796610169492, 0.4228395061728395, 0.41605839416058393, 0.40602409638554215, 0.4056271981242673, 0.4039580908032596, 0.4021608643457383, 0.40703517587939697, 0.4046511627906977]
[306, 236, 324, 274, 830, 853, 859, 833, 796, 860]
[0.46, 0.36538461538461536, 0.4, 0.34, 0.48, 0.46226415094339623, 0.46261682242990654, 0.4587378640776699, 0.45703125, 0.4574468085106383]
[50, 52, 50, 50, 50, 424, 428, 412, 512, 470]
[0.6351791530944625, 0.6258278145695364, 0.636094674556213, 0.6099290780141844, 0.6292517006802721, 0.6510903426791277, 0.5678879310344828, 0.5697036223929748, 0.5741150442477876, 0.5796460176991151]
[307, 302, 338, 282, 294, 321, 928, 911, 904, 904]
[0.7894736842105263, 0.7066666666666667, 0.7898550724637681, 0.8146341463414634, 0.7848101265822784, 0.8016528925619835, 0.8155339805825242, 0.6953316953316954, 0.679814385150812, 0.6823671497584541]
[76, 225, 138, 205, 158, 121, 103, 814, 862, 828]
[0.7925925925925926, 0.7430555555555556, 0.7692307692307693, 0.7932960893854749, 0.7094972067039106, 0.8043478260869565, 0.7698412698412699, 0.7794117647058824, 0.6811779769526248, 0.6759493670886076]
[135, 144, 169, 179, 179, 138, 126, 136, 781, 790]
[0.8652037617554859, 0.7729779411764706, 0.7858565737051793, 0.789087093389297, 0.7870837537840565, 0.7825641025641026, 0.7778925619834711, 0.7744641192917054, 0.7867063492063492, 0.7713178294573644]
[319, 1088, 1004, 953, 991, 975, 968, 1073, 1008, 1032]
[0.7174311926605504, 0.7234927234927235, 0.7306967984934086, 0.7270341207349081, 0.7437325905292479, 0.7297921478060047, 0.6990049751243781, 0.7461024498886414, 0.7142857142857143, 0.6893712574850299]
[545, 481, 531, 381, 359, 433, 402, 449, 490, 1336]
[0.7033639143730887, 0.7241379310344828, 0.6916488222698073, 0.6970912738214644, 0.6817713697219362, 0.6944151738672286, 0.6862944162436548, 0.7004405286343612, 0.6969026548672567, 0.6875]
[327, 232, 934, 997, 971, 949, 985, 908, 904, 944]
[0.5345794392523364, 0.5606060606060606, 0.5417789757412399, 0.5156695156695157, 0.5584725536992841, 0.5274914089347079, 0.5731132075471698, 0.554635761589404, 0.5485327313769752, 0.5522088353413654]
[535, 396, 371, 351, 419, 582, 424, 604, 443, 498]
[0.2948717948717949, 0.33476394849785407, 0.2864864864864865, 0.33773377337733773, 0.3427922814982974, 0.33368200836820083, 0.3399122807017544, 0.3408323959505062, 0.3557919621749409, 0.34576271186440677]
[234, 233, 185, 909, 881, 956, 912, 889, 846, 885]
[0.4066666666666667, 0.40939597315436244, 0.402555910543131, 0.42567567567567566, 0.40718562874251496, 0.4018161180476731, 0.40094899169632264, 0.39864864864864863, 0.4043778801843318, 0.4013840830449827]
[300, 298, 313, 296, 835, 881, 843, 888, 868, 867]
[0.4, 0.38, 0.48, 0.52, 0.48, 0.4306122448979592, 0.4494163424124514, 0.4332552693208431, 0.4564102564102564, 0.45081967213114754]
[50, 50, 50, 50, 50, 490, 514, 427, 390, 488]
[0.6458333333333334, 0.6323024054982818, 0.629757785467128, 0.6360294117647058, 0.610223642172524, 0.6151315789473685, 0.5472901168969182, 0.5364102564102564, 0.5490196078431373, 0.541622760800843]
[240, 291, 289, 272, 313, 304, 941, 975, 918, 949]
[0.7475728155339806, 0.7659574468085106, 0.7315175097276264, 0.770949720670391, 0.7540983606557377, 0.772020725388601, 0.7666666666666667, 0.6503972758229285, 0.6770708283313326, 0.6574712643678161]
[103, 141, 257, 179, 122, 193, 120, 881, 833, 870]
[0.776595744680851, 0.7697368421052632, 0.7692307692307693, 0.8, 0.8032786885245902, 0.75, 0.7396449704142012, 0.7577639751552795, 0.6653846153846154, 0.65906362545018]
[188, 152, 195, 140, 122, 172, 169, 161, 780, 833]
[0.7481840193704601, 0.7236363636363636, 0.7344173441734417, 0.7134268537074149, 0.7282913165266106, 0.730593607305936, 0.745049504950495, 0.7298387096774194, 0.716589861751152, 0.6982484076433121]
[413, 550, 369, 499, 357, 438, 404, 496, 434, 1256]
[0.5572033898305084, 0.5545657015590201, 0.5510887772194305, 0.5623342175066313, 0.5566037735849056, 0.547085201793722, 0.5412087912087912, 0.5327272727272727, 0.5388026607538803, 0.5622119815668203]
[472, 449, 597, 377, 424, 446, 364, 550, 451, 434]
